id,NAME,GENERIC_NAME,NAME_TYPE,FULL_GENERIC_NAME,FDA_SCHEDULE,VA_CLASS,VA_CATEGORY,CATEGORY
766,JOY POWDER,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
767,JUGUETES,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
768,JWH-398,JWH-398,GENERIC_NAME,JWH-398,SCHEDULE I,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
769,JUMP ROPE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
770,JUNK,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
771,K13,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
772,KING’S HABIT,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
773,KORDELL,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
774,ALPHACETYLMETHADOL,ALPHACETYLMETHADOL,GENERIC_NAME,ALPHACETYLMETHADOL,SCHEDULE I,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
775,LA FAMILIA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
776,LADY,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
777,LADY SNOW,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
778,LATE NIGHT,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
779,BETACETYLMETHADOL,BETACETYLMETHADOL,GENERIC_NAME,BETACETYLMETHADOL,SCHEDULE I,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
780,LAVADA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
781,LEAF,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
782,LIBRETA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
783,AB-FUBINACA,AB-FUBINACA,GENERIC_NAME,AB-FUBINACA,SCHEDULE I,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
784,LINE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
785,AB-PINACA,AB-PINACA,GENERIC_NAME,AB-PINACA,SCHEDULE I,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
786,LOAF,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
787,LOVE AFFAIR,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
788,LV,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
789,MACA FLOUR,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
790,MADERA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
791,MAMA COCA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
792,MANDANGO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
793,MANITA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
794,MARADONA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
795,MARBOL,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
796,MATERIAL,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
797,MAYBACK,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
798,MAYO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
799,MELCOCHA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
800,MEDIA LATA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
801,MERCEDES,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
802,MILK,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
803,MILONGA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
804,MOJO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
805,MONA LISA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
806,"3,4-METHYLENEDIOXY-N-ETHYLAMPHETAMINE","3,4-METHYLENEDIOXY-N-ETHYLAMPHETAMINE",GENERIC_NAME,"3,4-METHYLENEDIOXY-N-ETHYLAMPHETAMINE",SCHEDULE I,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
807,MONTE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
808,MORRO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
809,MOSQUITOS,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
810,MOVIE STAR DRUG,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
811,MUCHACHA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
812,RACEMORAMIDE,RACEMORAMIDE,GENERIC_NAME,RACEMORAMIDE,SCHEDULE I,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
813,MUEBLES,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
814,MUJER,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
815,NAPKIN,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
816,NIEVE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
817,NINA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
818,NORMAL,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
819,DEXTROAMPHETAMINE,DEXTROAMPHETAMINE,GENERIC_NAME,DEXTROAMPHETAMINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
820,NOSE CANDY,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
821,NOSE POWDER,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
822,OLD LADY,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
823,OYSTER STEW,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
824,PAINT,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
825,PALOMA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
826,PALETA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
827,PALOMOS,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
828,PANTALONES,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
829,5-METHOXY-DIISOPROPYLTRYPTAMINE,5-METHOXY-DIISOPROPYLTRYPTAMINE,GENERIC_NAME,5-METHOXY-DIISOPROPYLTRYPTAMINE,SCHEDULE I,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
830,PAPAS,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
831,PARADISE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
832,PARADISE WHITE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
833,PARROT,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
834,PEARL,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
835,PEDRITO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
836,PERICO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
837,PERSONAL,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
838,PERUVIAN,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
839,PERUVIAN FLAKE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
840,PERUVIAN LADY,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
841,PESCADO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
842,PETA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
843,PEZ,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
844,PICHICATA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
845,PILLOW,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
846,PIMP,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
847,PINGAS,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
848,PINGOS,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
849,PINTURA BLANCA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
850,POLI,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
851,POLLO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
852,POLVO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
853,POWDER,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
854,POWDER DIAMONDS,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
855,METHAQUALONE,METHAQUALONE,GENERIC_NAME,METHAQUALONE,SCHEDULE I,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
856,PUMA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
857,PURITAIN,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
858,QUADROS,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
859,QUESO BLANCO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
860,RACEHORSE CHARLIE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
861,RAMBO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
862,BENZPHETAMINE,BENZPHETAMINE,GENERIC_NAME,BENZPHETAMINE,SCHEDULE III,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
863,REFRESCO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
864,REFRESCAS,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
865,PEARL,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
866,LINE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
867,HUBBA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
868,GRINGA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
869,FLAKE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
870,DUST,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
871,CHEVY,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
872,CHEYENNE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
873,TEMAZEPAM,TEMAZEPAM,GENERIC_NAME,TEMAZEPAM,SCHEDULE IV,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
874,CHICA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
875,CHICANITAS,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
876,CHINOS,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
877,CHIVA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
878,ETHCHLORVYNOL,ETHCHLORVYNOL,GENERIC_NAME,ETHCHLORVYNOL,SCHEDULE IV,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
879,CIELO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
880,CLEAR KIND,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
881,CLEAR TIRES,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
882,COCA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
883,COCA-COLA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
884,COCAZO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
885,COCONUT,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
886,COKE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
887,COLA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
888,COLORADO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
889,COMIDA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
890,COMIDA DULCE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
891,CONNIE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
892,COOKIE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
893,COSA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
894,COSO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
895,COSOS,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
896,TILETAMINE,TILETAMINE,GENERIC_NAME,TILETAMINE,SCHEDULE III,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
897,CROW,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
898,CRUSTY TREATS,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
899,CUADRO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
900,DEATH VALLEY,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
901,DESIGNER JEANS,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
902,DEVIL’S DANDRUFF,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
903,DIAMONDS,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
904,DIENTE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
905,BARBITAL,BARBITAL,GENERIC_NAME,BARBITAL,SCHEDULE IV,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
906,DIENTON,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
907,BOLDENONE,BOLDENONE,GENERIC_NAME,BOLDENONE,SCHEDULE III,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
908,DIESEL,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
909,DIOSA BLANCA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
910,DONA BLANCA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
911,DOUBLE BUBBLE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
912,CLORAZEPATE,CLORAZEPATE,GENERIC_NAME,CLORAZEPATE,SCHEDULE IV,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
913,DOUBLE LETTERS,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
914,DOVE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
915,DREAM,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
916,DULCES,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
917,DURACELL,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
918,DURAZNO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
919,DURO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
920,DUST,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
921,ESCAMA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
922,METANDIENONE,METANDIENONE,GENERIC_NAME,METANDIENONE,SCHEDULE III,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
923,ESCORPINO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
924,FALOPA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
925,METHOHEXITAL,METHOHEXITAL,GENERIC_NAME,METHOHEXITAL,SCHEDULE IV,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
926,FEF1,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
927,FICHAS,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
928,NORDAZEPAM,NORDAZEPAM,GENERIC_NAME,NORDAZEPAM,SCHEDULE IV,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
929,FIESTA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
930,FIRE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
931,OXYMETHOLONE,OXYMETHOLONE,GENERIC_NAME,OXYMETHOLONE,SCHEDULE III,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
932,FISH,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
933,FISH SCALE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
934,QUINBOLONE,QUINBOLONE,GENERIC_NAME,QUINBOLONE,SCHEDULE III,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
935,FLAKE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
936,FLEA MARKET JEANS,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
937,FLORIDA SNOW,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
938,FLOUR,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
